rowname	genename	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name.GENENAME	MUT_12DPA_R1	MUT_12DPA_R2	MUT_12DPA_R3	WT_12DPA_R1	WT_12DPA_R2	MUT_14DPA_R1	MUT_14DPA_R2	MUT_14DPA_R3	WT_14DPA_R1	WT_14DPA_R2
ENSMUSG00000038587	Akap12	220.565975661459	1.53554762649466	0.315525908605991	4.8666292834043	1.13517675240717e-06	1.8392180076246e-05	Akap12	0.29	0.27	0.31	0.7	1.05	0.21	0.39	0.17	0.47	0.6
ENSMUSG00000038602	Slc35f1	74.8807961195115	1.71206555638023	0.550042091205662	3.11260825990149	0.00185441986060507	0.00885814637385299	Slc35f1	0.1	0.09	0.1	0.19	0.22	0.05	0.1	0.07	0.1	0.31
ENSMUSG00000038677	Scube3	297.43338494737	1.85506904741322	0.505080553556701	3.67281819573157	0.000239890158875533	0.00169267611868648	Scube3	0.39	0.87	0.22	1.8	1	0.12	0.36	0.26	0.65	0.73
ENSMUSG00000038729	Akap2	1169.48364764329	1.66269734494565	0.355319561238399	4.67944218762017	2.87656453728301e-06	4.07804390383747e-05	Akap2	1.81	2.21	2.9	3.66	5.05	0.73	1.32	1.5	2.61	3.21
ENSMUSG00000038765	Lmx1b	70.1453406133928	4.20337900934056	0.743220798063101	5.65562618846908	1.55279094692746e-08	4.13678098243526e-07	Lmx1b	0.01	0.11	0.04	0.47	0.68	0.04	0.01	0	0.24	0.36
ENSMUSG00000038775	Vill	111.983699950949	-1.72131647539042	0.701603818876104	-2.45340237478723	0.0141511945591306	0.0445024098256833	Vill	1.55	2	2.63	0.73	1.36	0.39	0.93	1.91	0.1	0.28
ENSMUSG00000038903	Ccdc68	502.284902851923	2.31471568408167	0.392200067748867	5.90187476857815	3.59393932988915e-09	1.11891311137215e-07	Ccdc68	3.15	2.39	2.43	5.19	6	1.13	1.45	1.58	2.9	8.73
ENSMUSG00000039007	Cpq	315.76694318583	1.58670370864625	0.492899879477737	3.21911969288262	0.00128584800193984	0.00659667029880475	Cpq	0.96	0.71	1.34	1.99	1.95	0.39	1.38	0.99	1.99	2.38
ENSMUSG00000039115	Itga9	552.246237956919	1.79524597843719	0.34473263083317	5.20764737036449	1.91249932864729e-07	3.85853422366731e-06	Itga9	0.62	0.82	0.56	1.57	3.23	0.64	0.58	0.56	1.4	1.66
ENSMUSG00000039153	Runx2	1755.32407685835	1.52561276653241	0.437829745647874	3.48448862074207	0.000493078428300314	0.00301467049847993	Runx2	4.52	4.99	7.79	10.48	12.6	1.73	3.43	2.43	6.42	4.8
ENSMUSG00000039167	Eltd1	1038.42072529647	1.83590366153212	0.279037495429985	6.57941563983387	4.72300785256421e-11	2.19274616032206e-09	Eltd1	2	2.24	1.88	4.44	6.24	1.66	1.63	1.85	5.27	5.44
ENSMUSG00000039196	Orm1	4416.2700679086	-2.76009465336189	0.22805686304637	-12.1026599089925	1.02243667117182e-33	3.06306593676721e-31	Orm1	91.18	122.66	124.2	17.08	12.79	142.7	93.99	101.34	10.07	16.29
ENSMUSG00000039200	Atf7ip2	27.2460592878378	3.90647006905871	0.835186506736412	4.67736252627415	2.90588259787845e-06	4.10724723827808e-05	Atf7ip2	0.1	0.03	0.06	0.07	0.25	0	0.02	0.04	0.13	0.35
ENSMUSG00000039304	Tnfsf10	101.439725150928	1.51743144254203	0.489211295886676	3.10179150665716	0.00192353381942458	0.00911969841290637	Tnfsf10	0.09	0.09	0.26	0.27	0.27	0.06	0.15	0.14	0.18	0.33
ENSMUSG00000039385	Cdh6	2570.53795835674	4.524366110577	0.426841767467121	10.5996330617423	2.99151648955539e-26	6.41882416502168e-24	Cdh6	0.3	0.39	0.32	2.95	7.01	0.38	0.22	0.33	2.53	9.6
ENSMUSG00000039419	Cntnap2	20.9221302750181	-3.09537879992332	0.883010835108706	-3.50548223968537	0.000455780909098077	0.00282690987291377	Cntnap2	0.16	0.37	0.14	0.01	0.03	0.1	0.15	0.1	0.02	0
ENSMUSG00000039438	Ttc36	61.9240184309513	2.43235423559056	0.614171821056113	3.9603807146475	7.4830365636547e-05	0.000651758938879371	Ttc36	0.57	0.3	0.83	1.1	2.18	0.44	0.24	0.36	0.65	2.23
ENSMUSG00000039462	Col10a1	2405.87609892881	5.31252957112629	0.422070719503199	12.5868233109831	2.4951418722787e-36	8.08527809143699e-34	Col10a1	0.01	0	0	7.87	6.21	0.51	0.25	0.59	16.37	10.56
ENSMUSG00000039481	Nrtn	1058.6404342661	-2.00688051088217	0.258998650157572	-7.74861378490277	9.29011031062031e-15	8.14963378519499e-13	Nrtn	15.58	16.35	11.25	4.71	4.21	19.23	16.14	16.56	3.54	3
ENSMUSG00000039579	Grin3a	119.034247043977	2.95665105619496	0.589929270948733	5.01187379876917	5.3902552576344e-07	9.61645763828303e-06	Grin3a	0.07	0.07	0.11	0.12	0.3	0.02	0.09	0.04	0.22	0.45
ENSMUSG00000039639	Kcne1	6.98496491700675	6.62014190669026	1.99312563210538	3.32148751691947	0.000895389875911086	0.00489566131188575	Kcne1	0.01	0	0	0.01	0.21	0	0	0	0.06	0.08
ENSMUSG00000039676	Capsl	67.6761677540063	-1.70786587058347	0.46832201824488	-3.64677679897264	0.000265550398486398	0.0018316286825226	Capsl	0.75	1.04	1.04	0.37	0.25	0.9	1.16	1.51	0.29	0.3
ENSMUSG00000039691	Tspan10	9.30314504638662	-3.1791906643425	1.30475790564215	-2.43661345188618	0.0148255179871038	0.0461115719097421	Tspan10	0.06	0.01	0.21	0	0	0.15	0.12	0.13	0.01	0
ENSMUSG00000039706	Ldb2	292.605744795735	1.6251056542185	0.426094063093901	3.81395986233295	0.000136757688806909	0.00105358495044934	Ldb2	0.93	1.34	0.88	1.61	2.95	0.82	1.1	0.98	2.01	2.32
ENSMUSG00000039716	Dock3	118.276999477811	1.96129671169891	0.45441061502673	4.31613313342942	1.58786233711451e-05	0.000174480856956885	Dock3	0.25	0.52	0.09	0.34	1.47	0.22	0.11	0.05	0.38	0.72
ENSMUSG00000039760	Il22ra2	140.371417301172	-4.57400371350642	0.842599583360484	-5.428442885367	5.68478314903195e-08	1.3178665354203e-06	Il22ra2	0.24	0.56	0.77	0	0.02	1.81	0.23	0.7	0.01	0.05
ENSMUSG00000039775	Defb3	46.9363985619423	-2.95551390703509	0.654696288241439	-4.5143281856291	6.35177920752492e-06	8.09418541389091e-05	Defb3	19.56	38.17	12.64	2.72	5.93	11.55	8.97	11.46	1.21	0.61
ENSMUSG00000039942	Ptger4	286.630946430299	1.52399322317254	0.238834371366971	6.38096273350421	1.75978132357955e-10	7.03823875460859e-09	Ptger4	0.55	0.56	0.86	0.66	1.05	0.45	0.55	0.43	0.94	1.27
ENSMUSG00000040035	Disp2	26.5541686582591	2.67795689848201	0.766307735791429	3.49462333916838	0.000474731204192253	0.00292615763205147	Disp2	0.02	0.02	0.05	0.09	0.13	0.02	0	0.01	0.04	0.08
ENSMUSG00000040111	Gramd1b	167.890755268384	1.95530408765799	0.473583403012136	4.12874284702896	3.64752062356078e-05	0.000357281508086971	Gramd1b	0.14	0.15	0.47	0.21	0.28	0.16	0.19	0.31	0.31	0.77
ENSMUSG00000040133	Gpr176	271.531320686366	3.12839353029767	0.371881268577502	8.41234499996252	4.01893726617612e-17	4.69210925826062e-15	Gpr176	0.26	0.38	0.79	1.82	3.51	0.12	0.23	0.13	1.09	1.12
ENSMUSG00000040146	Rgl3	39.0938635326223	1.78215553605615	0.672702983017123	2.64924577569591	0.00806716406034739	0.0286038938227365	Rgl3	0.06	0.11	0.19	0.18	0.24	0.04	0.13	0.05	0.25	0.21
ENSMUSG00000040152	Thbs1	11868.7195677202	1.81061551669248	0.297839876453781	6.07915749311511	1.2081565081662e-09	4.15218810317379e-08	Thbs1	12.09	16.14	21.29	46.47	49.35	7.46	13.12	7.67	25.06	27.25
ENSMUSG00000040183	Ankrd6	231.082413342212	1.55912348882896	0.276875143657351	5.63114286184701	1.79019358771648e-08	4.69829649351444e-07	Ankrd6	0.56	0.57	0.64	0.6	0.65	0.32	0.32	0.24	0.63	0.9
ENSMUSG00000040189	Ccdc114	35.6060381323429	1.95314873428819	0.594191716410936	3.28706826491235	0.00101236289480473	0.00539587044099009	Ccdc114	0.18	0.18	0.19	0.22	0.3	0.05	0.15	0.07	0.26	0.33
ENSMUSG00000040283	Btnl9	13.4681318815943	3.21948136456358	0.98518186463987	3.26790563257115	0.00108346484560733	0.00569832885675826	Btnl9	0.09	0.04	0.03	0.01	0.07	0.01	0.02	0.01	0.08	0.07
ENSMUSG00000040289	Hey1	625.680911573184	2.65299786728855	0.554170211743701	4.78733394734601	1.69011474422522e-06	2.57124300228254e-05	Hey1	2.44	1.01	1.51	2.63	2.35	0.34	1.46	0.75	2.69	6.59
ENSMUSG00000040310	Alx4	940.210952320499	2.40073599556461	0.365866445388021	6.56178238214358	5.31683723892873e-11	2.43990582889336e-09	Alx4	0.76	1.06	0.6	3.8	5.34	0.38	0.83	0.6	2.51	2.48
ENSMUSG00000040364	Sec1	10.8240807049762	2.67297252024855	1.02671777359385	2.60341506594579	0.00923001341466848	0.0319081543649262	Sec1	0.05	0.03	0.02	0.07	0.11	0	0.02	0.02	0.06	0.08
ENSMUSG00000040473	Cfap69	112.920204169453	2.37026067796546	0.41803595611799	5.6699923613663	1.42803886369837e-08	3.82367640435122e-07	Cfap69	0.33	0.63	0.22	0.51	0.48	0.21	0.26	0.15	1.11	1.15
ENSMUSG00000040490	Lrfn2	17.5539470190628	-2.67526369373971	0.902611648492104	-2.96391443452894	0.00303752735152311	0.0131452328393252	Lrfn2	0.03	0.03	0	0	0	0.05	0.09	0.1	0.01	0.01
ENSMUSG00000040536	Necab1	43.5406504523792	3.44303873427009	0.716066616588047	4.80826595530408	1.52245133929714e-06	2.37460534040865e-05	Necab1	0.01	0.02	0.03	0.09	0.17	0.02	0.03	0.01	0.11	0.22
ENSMUSG00000040569	Slc26a7	165.715673314915	2.43917795422605	0.477838758070813	5.10460466638115	3.31486764434294e-07	6.26588910200919e-06	Slc26a7	0.22	0.4	0.04	0.53	0.46	0.25	0.22	0.27	0.78	0.47
ENSMUSG00000040584	Abcb1a	283.712380904039	1.78217762846113	0.385211717182371	4.62648862681763	3.71917280447405e-06	5.09982214282498e-05	Abcb1a	0.28	0.27	0.5	0.76	0.81	0.2	0.4	0.21	0.69	0.78
ENSMUSG00000040610	Tlx3	8.18615813206494	-6.16159102002901	1.88832624830186	-3.26299071761039	0.00110243130666365	0.00578657992965471	Tlx3	0.02	0.07	0.05	0	0	0.04	0.09	0.15	0	0
ENSMUSG00000040612	Ildr2	36.5280299520457	2.53588962656176	0.627902268915989	4.038669315433	5.37552847212424e-05	0.000495947943523468	Ildr2	0.05	0.06	0.1	0.05	0.09	0.01	0.02	0.03	0.07	0.08
ENSMUSG00000040613	Apobec1	122.461932594047	1.52399814482068	0.43982331174399	3.4650235768034	0.000530184996941472	0.0032119819971564	Apobec1	0.75	0.55	1.38	1.91	1.17	0.32	0.78	0.41	1.56	0.93
ENSMUSG00000040732	Erg	400.430221324143	1.90676139750336	0.356109737366265	5.3544208355702	8.58308877594753e-08	1.9167691080801e-06	Erg	0.96	1.25	1.64	2.65	2.67	0.71	1.16	0.73	2.26	2.4
ENSMUSG00000040797	Iqsec3	15.8184174521995	4.53025382791067	1.30119701308939	3.48160484718193	0.000498418612829821	0.00303912854627953	Iqsec3	0	0.01	0	0.01	0.06	0	0	0	0.01	0.08
ENSMUSG00000040809	Chil3	8.2025772069216	4.83312212744523	1.81892405575418	2.65713244714952	0.00788084743288369	0.0281273200859663	Chil3	0.05	0.02	0.77	0.02	0.01	0	0	0.01	0.03	0.2
ENSMUSG00000040838	Gm11639	54.4635999746718	2.04115768831657	0.814473907177949	2.50610568408377	0.0122069127656956	0.0396687189712884	Gm11639	0	0.21	0.05	0.09	0.2	0.21	0.01	0.05	0.03	0.21
ENSMUSG00000040969	Arhgef38	24.2340199693435	4.9524074327974	0.918346356011906	5.3927446876407	6.93895131719322e-08	1.57846230679648e-06	Arhgef38	0	0	0	0.05	0.12	0	0	0	0.08	0.07
ENSMUSG00000041046	Ramp3	86.2856455331865	1.75469163378133	0.377206009669769	4.65181250775274	3.29030172842598e-06	4.55876185374762e-05	Ramp3	0.5	0.66	0.45	1.28	1.52	0.37	0.46	0.36	1.03	1.05
ENSMUSG00000041073	Nacad	25.5143134597129	2.20262326523258	0.701933427883216	3.13793755609405	0.00170141119144331	0.00822875628928932	Nacad	0.13	0.08	0.2	0.07	0.06	0.06	0.02	0.03	0.07	0.08
ENSMUSG00000041112	Elmo1	633.522412311871	1.51466144142094	0.313785650660768	4.8270577007947	1.38564984515219e-06	2.19136934674566e-05	Elmo1	1.1	0.97	1.68	2.1	2.06	0.64	1.07	0.91	2.27	1.84
ENSMUSG00000041134	Cyyr1	562.275072754448	1.79782070450821	0.292659555960373	6.14304459872699	8.09545409499741e-10	2.88205426278854e-08	Cyyr1	0.54	0.85	1.26	1.22	1.43	0.44	0.66	0.41	1.09	1.81
ENSMUSG00000041245	Wnk3	72.750416242467	1.57114989092442	0.420714402613679	3.73448087625166	0.000188102783110589	0.00138722526253132	Wnk3	0.19	0.16	0.27	0.2	0.33	0.07	0.08	0.05	0.15	0.2
ENSMUSG00000041324	Inhba	2366.34317154205	1.7364591093697	0.397475151484646	4.36872368721339	1.24974768299728e-05	0.000142964652093882	Inhba	4.31	4.24	18.16	11.7	12.69	1.44	4.3	2.89	5.71	7.35
ENSMUSG00000041329	Atp1b2	118.062882315246	1.58806963513769	0.438413789710114	3.62230767464625	0.000291986537057424	0.00198126591256315	Atp1b2	0.24	0.3	0.29	0.58	0.87	0.17	0.34	0.3	0.52	0.55
ENSMUSG00000041445	Mmrn2	625.060227406947	1.73375046511963	0.36097904738871	4.80291163063735	1.56374910323273e-06	2.42709758173307e-05	Mmrn2	0.96	1.17	2.25	2.13	3.13	0.66	1.36	0.98	2.14	2.81
ENSMUSG00000041460	Cacna2d4	5.81106120365458	-5.67233687848232	1.91647539045007	-2.95977548511604	0.0030786331289606	0.0132760827869735	Cacna2d4	0.25	0.14	0.02	0	0	0.03	0.03	0.06	0	0
ENSMUSG00000041481	Serpina3g	46.6290122300405	2.01719837845273	0.525028183516989	3.84207637186291	0.00012199786048505	0.000959426462992387	Serpina3g	0.45	0.75	1.19	0.27	0.23	0.88	0.13	0.11	0.43	0.62
ENSMUSG00000041559	Fmod	8761.48629866247	1.52659814673699	0.48844833635154	3.12540351378796	0.0017756130898554	0.00853218910702969	Fmod	23.71	26.72	79.26	61.14	82.75	6.29	26.01	13.95	30.31	41.13
ENSMUSG00000041608	Entpd3	591.142066429021	2.01534265790035	0.240131785965172	8.3926526003211	4.75294479910308e-17	5.46864184928686e-15	Entpd3	0.68	1	0.92	3.11	5.8	0.6	0.76	0.84	2.31	2.77
ENSMUSG00000041624	Gucy1a2	72.7459373166324	1.83548783416858	0.574662712755845	3.1940263278373	0.00140303321161276	0.00704088537736643	Gucy1a2	0.23	0.17	0.15	0.25	0.18	0.09	0.24	0.11	0.41	0.42
ENSMUSG00000041660	Bbox1	1705.39892555454	-2.17523885623523	0.298553241114279	-7.28593281425003	3.1945215610299e-13	2.22467602394881e-11	Bbox1	7.49	6.37	8.69	1.25	1.14	9.56	9.75	13.96	1.49	2.8
ENSMUSG00000041696	Rasl12	77.5983789995047	2.06047703197857	0.568619302949129	3.62364946334386	0.000290475219910873	0.00197523149539394	Rasl12	0.33	0.3	0.37	0.53	0.5	0.1	0.2	0.08	0.5	0.39
ENSMUSG00000041703	Zic5	88.1997887834027	1.95060613475423	0.542381909673926	3.59637019591401	0.00032268848911141	0.00214468305990413	Zic5	0.07	0.15	0.09	0.42	0.46	0.14	0.13	0.23	0.22	0.49
ENSMUSG00000041730	Prrxl1	21.6632298100056	-5.05329782536679	1.20345864226154	-4.19897921533111	2.68120926984707e-05	0.000273074026854597	Prrxl1	0.17	0.42	0.23	0.01	0.01	0.12	0.13	0.13	0.01	0
ENSMUSG00000041735	Gm13178	30.5078150251011	-2.19724969313781	0.596194421331458	-3.68545832453577	0.000228291438383574	0.00162547599042797	Gm13178	0.37	0.09	0.42	0.3	0.1	0.73	0.6	0.53	0.09	0.1
ENSMUSG00000041741	Pde3a	685.960844004323	1.55786447641191	0.378417620799917	4.11678629847844	3.84191999565573e-05	0.000374015976033242	Pde3a	0.4	0.55	0.35	0.89	1.02	0.25	0.58	0.44	1.06	0.95
ENSMUSG00000041757	Plekha6	1052.45388850663	-1.7947092862046	0.233495428966859	-7.68627160773812	1.51484738595624e-14	1.3072144996855e-12	Plekha6	5.03	5.36	4.69	0.99	1.16	3.53	3.58	3.02	0.54	1.06
ENSMUSG00000041773	Enc1	823.745393828541	1.54854391989802	0.291524684329826	5.31187924431819	1.08500493597235e-07	2.35351207286461e-06	Enc1	1.19	1.58	2.04	3.62	6.94	1.25	0.72	0.81	1.55	2.85
ENSMUSG00000041817	Fam169a	45.939506011596	-1.78476105201198	0.565523754214934	-3.15594356330727	0.00159979811942786	0.00782791819422977	Fam169a	0.22	0.11	0.28	0.04	0.03	0.16	0.14	0.07	0.02	0.04
ENSMUSG00000041889	Shisa4	91.6281496278301	1.81872776119753	0.538550276351006	3.37708073147874	0.000732595446508538	0.00415137419688171	Shisa4	0.66	0.53	0.65	1.1	1.08	0.31	0.49	0.16	0.96	0.78
ENSMUSG00000041957	Pkp2	30.0566961821181	2.33583538067722	0.663000610684354	3.52312704247158	0.000426486874833498	0.00267658442632659	Pkp2	0.1	0.08	0.24	0.14	0.29	0.02	0.05	0.04	0.11	0.21
ENSMUSG00000041975	Mettl8	723.13688169833	1.55372316912108	0.320505527126029	4.84772659945465	1.24884347389736e-06	2.00496831936726e-05	Mettl8	4.3	2.84	3.93	3.7	6.77	3.21	1.62	2.13	2.96	7.19
ENSMUSG00000042104	Uggt2	398.947739196535	1.92662430649378	0.488675542335491	3.94254293408261	8.06222118444708e-05	0.000694207960773594	Uggt2	0.8	0.9	0.85	1.49	1.26	0.35	0.44	0.63	1.39	0.86
ENSMUSG00000042109	Csdc2	1811.01149266501	4.23714270840854	0.195113704723136	21.7162741818726	1.43994493653662e-104	1.52422971348856e-101	Csdc2	2.09	5.16	4.29	23.97	52.2	1.33	0.8	0.82	10.86	16.74
ENSMUSG00000042157	Sprr2i	220.231908835037	-3.42123074871678	0.685746072754358	-4.98906356834844	6.06726810451953e-07	1.06331217399074e-05	Sprr2i	125.46	98.08	25.84	1.08	2.94	2.22	11.59	10.82	0.32	0.94
ENSMUSG00000042190	Cmklr1	297.473330803363	1.63260108233359	0.452910897828378	3.60468491741225	0.000312531859417963	0.00208942352161618	Cmklr1	0.82	0.83	1.51	2.04	2.28	0.43	0.86	0.41	1.51	1.27
ENSMUSG00000042212	Sprr2d	6370.38931410391	-4.87631828718736	0.321974375628546	-15.1450508372537	8.16914340990629e-52	4.47274686422386e-49	Sprr2d	735.76	740.69	239.81	11.37	43.62	158.95	227.56	246.69	3.25	8.6
ENSMUSG00000042258	Isl1	25.3258697276901	-1.98646468437306	0.791073741502122	-2.51109925681655	0.0120355851027654	0.0392606496092674	Isl1	0.25	0.23	0.14	0	0.06	0.09	0.14	0.22	0.02	0.05
ENSMUSG00000042265	Trem1	61.1924568115561	-2.89927413593478	0.529532865527873	-5.47515428158476	4.37130592207497e-08	1.03903585974111e-06	Trem1	0.26	0.44	1.85	0.11	0.02	0.25	0.38	0.31	0.03	0.05
ENSMUSG00000042284	Itga1	1734.06984553014	1.86242488276453	0.310661666727582	5.99502636544366	2.03452431096055e-09	6.66065505349106e-08	Itga1	1.38	1.12	1.76	3.81	3.67	0.74	1.15	1.02	3.25	2.53
ENSMUSG00000042359	Osbpl6	52.3570899773859	2.68145209367209	0.4680562286519	5.72891018114476	1.01077892401996e-08	2.83069295669226e-07	Osbpl6	0.17	0.16	0.04	0.09	0.34	0.02	0.07	0.08	0.18	0.43
ENSMUSG00000042371	Slc5a10	33.6338658258539	-2.49789976015936	0.608405810419535	-4.10564744349976	4.03184013884304e-05	0.000389360273772385	Slc5a10	0.29	0.4	0.31	0.13	0.07	0.24	0.28	0.28	0.04	0.03
ENSMUSG00000042379	Esm1	16.234758300326	5.95345668956075	1.39733259601006	4.26058671110962	2.03890958392802e-05	0.000215969355394323	Esm1	0.01	0	0.04	0.17	0.08	0	0	0.01	0.19	0.09
ENSMUSG00000042428	Mgat3	103.548585539531	1.89667674039587	0.472277862587572	4.01601872678116	5.91895544825479e-05	0.000533680718951673	Mgat3	0.15	0.22	0.16	0.53	0.4	0.07	0.14	0.09	0.3	0.28
ENSMUSG00000042429	Adora1	72.6843430649623	2.48641481354541	0.68163807685605	3.6477052822718	0.000264592891365716	0.00182740579778375	Adora1	0.08	0.1	0.1	0.09	0.09	0.04	0.14	0.04	0.14	0.41
ENSMUSG00000042453	Reln	879.375864560795	2.94167221919545	0.214283167881779	13.7279668220062	6.90439630031349e-43	3.04522234601049e-40	Reln	0.41	0.19	1.21	1.79	1.6	0.49	0.4	0.26	2.02	1.58
ENSMUSG00000042476	Abcb4	49.1263913406572	2.18883235218328	0.715814751650494	3.05781956454009	0.00222953778034626	0.0102640188101879	Abcb4	0.11	0.08	0.3	0.22	0.26	0.02	0.06	0.06	0.13	0.28
ENSMUSG00000042499	Hoxd11	103.576382484351	1.53145858028172	0.31973740107456	4.78973862655686	1.66998696093756e-06	2.54859820747802e-05	Hoxd11	0.33	0.48	0.29	0.72	0.49	0.24	0.2	0.15	0.44	0.54
ENSMUSG00000042532	Golga7b	284.985615430591	5.82389026212282	1.90318373933887	3.06007777480588	0.00221279520659238	0.0101928524195747	Golga7b	0.05	0.02	0.04	2.44	5.16	0.1	0	0.03	1.24	2.72
ENSMUSG00000042564	Fam227a	72.7067742523741	1.8913362226791	0.431296018412873	4.38523923693762	1.15858374030014e-05	0.000134282807485433	Fam227a	0.27	0.26	0.22	0.52	0.4	0.12	0.22	0.23	0.46	0.57
ENSMUSG00000042677	Zc3h12a	3093.99710155153	-2.06880034083944	0.311235531007502	-6.64705708291891	2.99011090706188e-11	1.44746893238806e-09	Zc3h12a	29.26	32.1	17.68	4.35	9.2	13.26	12.43	22.21	2.39	3.86
ENSMUSG00000042684	Npl	225.177661517097	-1.67745969457515	0.355467484108928	-4.71902429776423	2.36978516828207e-06	3.45205953229199e-05	Npl	3.99	1.96	2.54	0.48	0.37	1.45	2.48	1.62	0.43	0.49
ENSMUSG00000042766	Trim46	54.8620632761393	1.69654727982997	0.6088035790613	2.7866907130307	0.00532492745993184	0.0205203683195806	Trim46	0.27	0.58	0.34	0.5	0.45	0.07	0.13	0.17	0.34	0.19
ENSMUSG00000042797	Aqp11	38.60258237603	2.66713537874841	0.694408266888379	3.84087503839745	0.000122596514841391	0.000962306867114143	Aqp11	0.17	0.13	0.06	0.08	0.19	0.09	0.09	0.03	0.1	0.41
ENSMUSG00000042801	Olfr769	27.3874327382081	3.55854328221279	0.885748211344271	4.01755627235432	5.88047954883803e-05	0.000531481085445325	Olfr769	0.01	0.02	0	0.19	0.18	0.06	0.05	0.01	0.22	0.15
ENSMUSG00000042812	Foxf1	27.587145640017	2.1595020887996	0.613367376611214	3.5207318992585	0.000430357500167961	0.00269661262338867	Foxf1	0.12	0.19	0.1	0.31	0.18	0.04	0.06	0.04	0.14	0.2
ENSMUSG00000042821	Snai1	474.945682465587	1.92227008089198	0.449615827105796	4.27536124176444	1.90827623299627e-05	0.000204037777963063	Snai1	2.06	3.15	5.73	7.44	6.94	0.69	1.51	2.11	3.75	4.95
ENSMUSG00000042942	Greb1l	35.1198011508974	1.5363072784255	0.592399742936029	2.59336250014443	0.00950425349145591	0.0326712571849614	Greb1l	0.04	0.21	0.07	0.09	0.03	0.02	0.04	0.04	0.07	0.08
ENSMUSG00000042961	Egflam	317.782141205846	1.82858001903861	0.393604699802124	4.64572709613958	3.38880749008213e-06	4.68706318184007e-05	Egflam	0.33	0.52	0.49	0.79	0.87	0.21	0.54	0.33	0.96	0.91
ENSMUSG00000042988	Notum	140.946395361813	2.62613633969034	0.584401934668395	4.49371602642021	6.99909494544141e-06	8.76432409650778e-05	Notum	0.57	0.51	0.76	0.5	1.1	0.17	0.38	0.19	0.62	1.89
ENSMUSG00000043003	Rasef	29.7988060873024	3.49329142469398	0.750819454805728	4.65263839706692	3.27714643202926e-06	4.54847299368537e-05	Rasef	0.01	0	0.02	0.14	0.12	0.01	0.02	0.01	0.11	0.18
ENSMUSG00000043008	Klhl6	58.4002719575312	1.94579330730022	0.61844554618848	3.14626456491161	0.00165370341896188	0.00804457809015833	Klhl6	0.14	0.19	0.6	0.53	0.52	0.06	0.26	0.11	0.49	0.28
ENSMUSG00000043051	Disc1	35.7902046453889	2.49599446823383	0.615724473577372	4.05375224689714	5.04025963456703e-05	0.000471037330651296	Disc1	0.09	0.08	0.11	0.2	0.26	0.04	0.03	0.07	0.22	0.19
ENSMUSG00000043226	Olfr1009	7.43556973249226	6.71087271842059	2.12456295447357	3.15870739640352	0.00158470508702184	0.00777563268594957	Olfr1009	0	0	0	0.01	0.06	0	0	0	0.01	0.07
ENSMUSG00000043243	Fam129c	50.5652547839172	1.71391553480241	0.498444991109573	3.43852494331845	0.000584892650866071	0.00347174785437438	Fam129c	0.22	0.15	0.23	0.39	0.98	0.28	0.28	0.1	0.42	0.71
ENSMUSG00000043251	Exoc3l	58.9683647104551	2.62895524905155	0.466077928551845	5.64059160067931	1.69466883770789e-08	4.46975943606743e-07	Exoc3l	0.37	0.49	0.19	0.53	1.18	0.09	0.16	0.16	0.47	0.8
ENSMUSG00000043300	B3galnt1	112.919651352177	1.57676426337181	0.495505829016466	3.18213060480347	0.00146195875850133	0.00729279961278168	B3galnt1	0.6	0.46	0.87	1.05	1.25	0.18	0.48	0.27	0.63	0.86
ENSMUSG00000043366	Olfr78	35.9920708908145	2.92152471001388	0.74597814640297	3.91636768999357	8.98931138697655e-05	0.000751222558960072	Olfr78	0.04	0.07	0.01	0.27	0.14	0.03	0.06	0.02	0.23	0.1
ENSMUSG00000043385	Olfr267	20.9692017532001	3.35447057916594	0.794625204843997	4.2214500102907	2.4273579104427e-05	0.00025075854848412	Olfr267	0.02	0.04	0.03	0.05	0.03	0.01	0.01	0.03	0.06	0.11
ENSMUSG00000043485	Krt34	90476.2472895812	9.1474538401579	0.395478944865393	23.1300653522057	2.30779890682148e-118	3.3312028220465e-115	Krt34	17.14	75.95	45.29	2167.23	3957.17	3.31	1.24	3.25	1120.11	1164.84
ENSMUSG00000043505	Gimap5	78.4479169629542	1.54351931244879	0.465106298470504	3.31863773405056	0.0009045769931663	0.00493739205826556	Gimap5	0.57	0.6	0.87	0.75	0.97	0.31	0.86	0.32	0.82	0.79
ENSMUSG00000043631	Ecm2	638.667914898218	1.6687078246834	0.55844122395013	2.98815301076773	0.00280669001135569	0.0123528945100748	Ecm2	0.66	0.87	1.1	1.64	1.97	0.29	1.42	0.86	1.82	2.42
ENSMUSG00000043857	Mgat5b	446.458938054886	-1.65248365863738	0.270934556968522	-6.09919855601649	1.06601586978092e-09	3.72004395173217e-08	Mgat5b	4.17	3.2	3.63	0.66	0.95	2.17	2.22	1.91	0.28	0.6
ENSMUSG00000043982	Krtap19-4	4.68290217211529	6.02987642225859	2.32117523668523	2.5977687194654	0.00938316699042139	0.032353078278808	Krtap19-4	0	0	0	0.23	0.73	0	0	0	1.23	0.36
ENSMUSG00000044017	Gpr133	182.181703799674	1.57018039551285	0.597927095450962	2.62603987586246	0.00863846967719203	0.0302113571434499	Gpr133	0.31	0.29	0.53	0.52	0.63	0.15	0.3	0.11	0.58	0.26
