rowname	genename	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name.GENENAME	MUT_12DPA_R1	MUT_12DPA_R2	MUT_12DPA_R3	WT_12DPA_R1	WT_12DPA_R2	MUT_14DPA_R1	MUT_14DPA_R2	MUT_14DPA_R3	WT_14DPA_R1	WT_14DPA_R2
ENSMUSG00000036598	Ccdc113	67.8501016815581	-1.6942771591581	0.443755409279278	-3.81804283109439	0.000134514575951245	0.00125219726119266	Ccdc113	1.01	1.3	0.89	0.23	0.28	0.81	0.76	0.76	0.26	0.18
ENSMUSG00000036858	Ptcra	10.683430543882	3.16012697156364	1.10885446014596	2.84990238587998	0.00437326485462562	0.0236367654903433	Ptcra	0.02	0.06	0.01	0.22	0.18	0.01	0.03	0	0.01	0.05
ENSMUSG00000036862	Dchs1	2215.48304349892	1.55537057006729	0.216068716302759	7.19849961013272	6.08787202505632e-13	2.85640156394022e-11	Dchs1	1.13	1.57	1.88	2.85	3.8	0.65	1.56	0.97	1.98	2.11
ENSMUSG00000036957	Lrfn3	102.995345771953	1.51362582990354	0.384679758505528	3.93476858721119	8.32768950437184e-05	0.000834454959905292	Lrfn3	0.27	0.25	0.28	0.42	0.79	0.19	0.28	0.27	0.28	0.29
ENSMUSG00000037005	Xpnpep2	346.767751313934	-2.5099800788899	0.34681527785498	-7.23722465288697	4.57959233819612e-13	2.20576943062142e-11	Xpnpep2	1.94	1.65	2.18	0.16	0.38	1.13	0.92	1.62	0.37	0.81
ENSMUSG00000037010	Apln	664.864602673226	2.7003544760367	0.36652543910564	7.36744080472515	1.73934625260072e-13	9.13184746381495e-12	Apln	0.96	1.03	0.52	3.63	5.07	0.27	0.84	0.55	3.74	3.37
ENSMUSG00000037206	Islr	1037.6208562246	2.69274571197577	0.229742627265375	11.7207056610586	9.9836887237631e-32	3.26027338963208e-29	Islr	2.26	1.67	2.25	9.19	11.63	0.61	3.31	2.14	3.99	6.1
ENSMUSG00000037347	Chst7	69.899147501827	1.81526015186138	0.524876850535092	3.45844963444433	0.000543293842662519	0.00417847473527726	Chst7	0.13	0.18	0.34	0.4	0.77	0.09	0.19	0.15	0.41	0.5
ENSMUSG00000037358	4930578C19Rik	66.3967707982514	1.68464460557715	0.470177173116348	3.58299956250807	0.000339671176896987	0.00279968209839808	4930578C19Rik	0.13	0.19	0.18	0.36	0.52	0.12	0.16	0.09	0.28	0.36
ENSMUSG00000037548	H2-DMb2	111.040719364639	-1.91292885579663	0.62931845102637	-3.03968341096116	0.00236826952411399	0.014348622892477	H2-DMb2	2.67	1.01	0.92	0.26	0.39	1.38	1.58	1.5	0.22	0.58
ENSMUSG00000037621	Atoh8	159.762337068804	1.92618678783981	0.363704003870673	5.29602854887661	1.18348343269173e-07	2.27607979846768e-06	Atoh8	0.37	0.29	0.63	1.18	1.34	0.27	0.47	0.28	0.7	0.94
ENSMUSG00000037653	Kctd8	29.3111160498473	2.35636273052866	0.629812522167577	3.74137167425466	0.000183018621859907	0.00164374480623133	Kctd8	0.07	0.06	0.04	0.25	0.19	0.04	0.05	0.05	0.3	0.22
ENSMUSG00000037705	Tecta	15.5982811385236	2.74771389580573	1.07989240463549	2.54443302315215	0.0109455300491021	0.0486573957641543	Tecta	0.01	0.01	0.01	0.01	0.07	0	0.01	0	0.01	0.02
ENSMUSG00000037892	Pcdh18	811.104975882302	1.82833454337331	0.272368968923603	6.71271235706053	1.91039479532452e-11	7.23733786961919e-10	Pcdh18	0.84	0.93	1.33	3.42	2.5	0.64	1.07	0.87	2.41	2.25
ENSMUSG00000037921	Ddx60	42.3108060508645	1.71828391047948	0.657126216170514	2.61484608009249	0.00892676734947338	0.0415378333662586	Ddx60	0.1	0.03	0.07	0.21	0.16	0.04	0.15	0.05	0.15	0.45
ENSMUSG00000037946	Fgd3	502.887602566859	1.5073638810198	0.4277525893915	3.52391526878681	0.000425220202152155	0.0033868270540197	Fgd3	0.74	0.47	1.44	2.12	2.01	0.16	0.61	0.34	1.24	1
ENSMUSG00000037996	Slc24a2	65.1846281889989	-1.72648453554962	0.578081551954652	-2.98657608033314	0.00282120630151242	0.0165224736338217	Slc24a2	0.3	0.25	0.46	0.03	0.17	0.18	0.1	0.11	0.08	0.09
ENSMUSG00000038011	Dnah10	149.670481582062	2.12191066317646	0.522720713667372	4.05935829152299	4.92077599695977e-05	0.000528942926124813	Dnah10	0.08	0.1	0.05	0.16	0.48	0.12	0.14	0.1	0.09	0.19
ENSMUSG00000038067	Csf3	22.4545371365203	-7.51560145724648	1.92529210710404	-3.90361619907704	9.47660196160403e-05	0.000931571082655452	Csf3	0.06	0.17	1.01	0	0	0.12	0.11	0.25	0.01	0.01
ENSMUSG00000038069	Cdkn2aip	2424.62127639912	1.64269663935491	0.265816837972563	6.17980656110457	6.41801919719e-10	1.94783303813603e-08	Cdkn2aip	4.77	5.77	5.17	9.12	18.21	4.64	4.54	3.95	6.18	8.78
ENSMUSG00000038074	Fkbp14	526.775035708132	1.85377146382092	0.27382041501875	6.77002649234165	1.2875881627724e-11	5.029602756399e-10	Fkbp14	1.27	1.22	1.64	3.11	4.59	0.36	1.43	0.67	2.52	2.79
ENSMUSG00000038173	Enpp6	114.545695133014	2.36104643925697	0.517418983216135	4.56312295420889	5.03982791049799e-06	6.8977627931778e-05	Enpp6	0.18	0.07	0.26	0.61	0.71	0.05	0.42	0.1	0.55	0.72
ENSMUSG00000038193	Hand2	17.3808023079932	2.53930164728758	0.882023091499993	2.87895143761959	0.0039899976898825	0.0219577628177962	Hand2	0.05	0.04	0.01	0.14	0.16	0.05	0.05	0.03	0.16	0.09
ENSMUSG00000038203	Hoxa13	319.011289345292	1.75480017864837	0.24194725741811	7.2528211204969	4.08179013777551e-13	1.99543321465864e-11	Hoxa13	1.06	0.86	1.43	2.94	2.15	0.48	2.25	1.12	1.79	1.76
ENSMUSG00000038242	Aox4	2673.8577762586	-3.48122782813474	0.774223220840435	-4.49641361099425	6.91092396077964e-06	9.12219615453597e-05	Aox4	15.42	10.39	5.86	0.39	1.25	13.03	3.81	6.24	0.63	0.4
ENSMUSG00000038248	Sobp	157.047321307822	1.67045036057882	0.353765255854428	4.72191752280557	2.33631429413761e-06	3.4393532828922e-05	Sobp	0.15	0.28	0.27	0.46	0.62	0.08	0.21	0.07	0.29	0.34
ENSMUSG00000038295	Atg9b	4228.63863606807	2.49426122022004	0.33222023614826	7.50785457604372	6.0104218214595e-14	3.37244561858387e-12	Atg9b	5.33	7.96	5.36	17.68	34.87	7.17	3.94	4.11	9.73	10.31
ENSMUSG00000038331	Satb2	1479.27644434516	1.60978496299096	0.161405632735415	9.97353646034029	1.99013726380842e-23	3.65111924083864e-21	Satb2	1.78	1.81	2.37	5.07	5.66	0.64	2.08	1.08	3.71	2.02
ENSMUSG00000038402	Foxf2	68.2724826811359	2.00080963521849	0.383045491878755	5.22342561820779	1.75643038066086e-07	3.25897673357165e-06	Foxf2	0.14	0.2	0.19	0.53	0.56	0.06	0.13	0.09	0.21	0.24
ENSMUSG00000038453	Srcin1	905.405585689745	-1.56946800960995	0.288786216140493	-5.43470540452117	5.48870375560371e-08	1.14896865283971e-06	Srcin1	1.87	2.35	3.05	0.42	0.91	2.71	1.64	1.82	0.37	0.89
ENSMUSG00000038530	Rgs4	201.138802099886	2.0278343901911	0.33809672344614	5.99779367727041	2.00016422991966e-09	5.56365954789237e-08	Rgs4	0.32	0.3	0.6	1.21	1.36	0.13	0.58	0.24	1.04	0.75
ENSMUSG00000038587	Akap12	299.529990787293	1.95726041047639	0.256414647474299	7.63318488142361	2.2902407313093e-14	1.36978207548785e-12	Akap12	0.29	0.27	0.31	0.7	1.05	0.21	0.39	0.17	0.47	0.6
ENSMUSG00000038677	Scube3	402.044007739505	1.99743266027316	0.439789075046374	4.54179690585204	5.57767618432099e-06	7.55789694624866e-05	Scube3	0.39	0.87	0.22	1.8	1	0.12	0.36	0.26	0.65	0.73
ENSMUSG00000038765	Lmx1b	101.19240701413	3.91672264171545	0.564719279114913	6.93569847279546	4.04218949972309e-12	1.68369566712956e-10	Lmx1b	0.01	0.11	0.04	0.47	0.68	0.04	0.01	0	0.24	0.36
ENSMUSG00000039115	Itga9	475.638400570345	1.87687826999248	0.251172404965576	7.4724700360683	7.87032944101085e-14	4.31230668163843e-12	Itga9	0.62	0.82	0.56	1.57	3.23	0.64	0.58	0.56	1.4	1.66
ENSMUSG00000039167	Eltd1	745.717341524864	1.73117705502561	0.189331450407437	9.14363171728816	6.03894715119545e-20	6.75369377292598e-18	Eltd1	2	2.24	1.88	4.44	6.24	1.66	1.63	1.85	5.27	5.44
ENSMUSG00000039196	Orm1	3353.00449350732	-2.51687319185551	0.221825508302427	-11.3461847157096	7.74698413562587e-30	2.21917117485086e-27	Orm1	91.18	122.66	124.2	17.08	12.79	142.7	93.99	101.34	10.07	16.29
ENSMUSG00000039364	Sectm1b	29.4297218827587	-7.90652045515753	1.71975700084869	-4.59746374124701	4.27665023715621e-06	5.92055265731736e-05	Sectm1b	0.54	0.09	0.52	0	0	0.29	0.05	0.15	0.01	0.14
ENSMUSG00000039385	Cdh6	1727.66139501893	4.22885961198328	0.338234651171373	12.502739140824	7.21226649922473e-36	2.8722411560815e-33	Cdh6	0.3	0.39	0.32	2.95	7.01	0.38	0.22	0.33	2.53	9.6
ENSMUSG00000039419	Cntnap2	23.000077630708	-2.79967802493511	0.905172864435882	-3.09297608770002	0.0019816010159996	0.0124062812075312	Cntnap2	0.16	0.37	0.14	0.01	0.03	0.1	0.15	0.1	0.02	0
ENSMUSG00000039438	Ttc36	59.7688608286558	1.88838381801576	0.571544774971739	3.30399979268315	0.000953159027274987	0.00671966483193463	Ttc36	0.57	0.3	0.83	1.1	2.18	0.44	0.24	0.36	0.65	2.23
ENSMUSG00000039462	Col10a1	884.48200761838	10.4832388504884	0.700184371228601	14.972112033997	1.11716286853165e-50	1.07300207749322e-47	Col10a1	0.01	0	0	7.87	6.21	0.51	0.25	0.59	16.37	10.56
ENSMUSG00000039476	Prrx2	605.782955501367	1.78631436388732	0.185467302039641	9.63142475381197	5.89069676565501e-22	9.16031397996333e-20	Prrx2	3.96	3.57	4.75	10.48	11.4	1.57	5.02	3.77	6.95	7.44
ENSMUSG00000039579	Grin3a	78.6038483447736	1.8338828467191	0.521892617516184	3.51390838875439	0.000441565071542578	0.0035050435042038	Grin3a	0.07	0.07	0.11	0.12	0.3	0.02	0.09	0.04	0.22	0.45
ENSMUSG00000039706	Ldb2	269.788167450834	1.60635057766936	0.294371469467733	5.45688269509908	4.84566244360087e-08	1.01958732447313e-06	Ldb2	0.93	1.34	0.88	1.61	2.95	0.82	1.1	0.98	2.01	2.32
ENSMUSG00000039716	Dock3	129.211654652769	1.98883632591489	0.55433511788357	3.5877869933772	0.000333496560964619	0.00275852677174787	Dock3	0.25	0.52	0.09	0.34	1.47	0.22	0.11	0.05	0.38	0.72
ENSMUSG00000039760	Il22ra2	58.6069901580701	-5.43075579451503	0.957928828987923	-5.66926856168717	1.43408424569874e-08	3.41337136498091e-07	Il22ra2	0.24	0.56	0.77	0	0.02	1.81	0.23	0.7	0.01	0.05
ENSMUSG00000039775	Defb3	88.1720309421896	-2.04321712255935	0.649672419191638	-3.14499594288095	0.00166089133272775	0.0106767849136924	Defb3	19.56	38.17	12.64	2.72	5.93	11.55	8.97	11.46	1.21	0.61
ENSMUSG00000039883	Lrrc17	993.686438605868	1.58514394803645	0.216388364486878	7.32545833411748	2.38083592515598e-13	1.22246191779707e-11	Lrrc17	3.77	2.89	3.69	7.33	8.91	0.67	3.12	1.68	3.16	3.35
ENSMUSG00000039904	Gpr37	22.3435739116249	-2.59316717839536	0.823476140788277	-3.14904955948454	0.00163802413670891	0.0105588859471706	Gpr37	0.06	0.11	0.12	0.02	0	0.05	0.06	0.02	0.02	0.01
ENSMUSG00000040026	Saa3	54.0317404940014	-4.72000166812558	1.095077158	-4.31020009288294	1.63106895330485e-05	0.000199491339846904	Saa3	0.95	1.28	8.45	0.12	0.07	0.03	0.3	0.12	0.02	0.17
ENSMUSG00000040035	Disp2	37.283133076309	2.09660566693608	0.591259521002346	3.54599899445469	0.000391127699627959	0.00315998667962658	Disp2	0.02	0.02	0.05	0.09	0.13	0.02	0	0.01	0.04	0.08
ENSMUSG00000040133	Gpr176	497.447398668737	2.870385077696	0.432412289564243	6.63807469623167	3.17806814237788e-11	1.15829233546308e-09	Gpr176	0.26	0.38	0.79	1.82	3.51	0.12	0.23	0.13	1.09	1.12
ENSMUSG00000040146	Rgl3	32.0093415519929	1.7743343492621	0.551171110990383	3.21920781746679	0.00128545287470339	0.0086409528769687	Rgl3	0.06	0.11	0.19	0.18	0.24	0.04	0.13	0.05	0.25	0.21
ENSMUSG00000040152	Thbs1	16056.8297138628	1.92279132335712	0.20003503025391	9.61227301496376	7.09648095953064e-22	1.08290972997398e-19	Thbs1	12.09	16.14	21.29	46.47	49.35	7.46	13.12	7.67	25.06	27.25
ENSMUSG00000040260	Daam2	716.15439787672	1.56049916868015	0.255534403613732	6.10680654585756	1.01644314290226e-09	2.9742802217398e-08	Daam2	0.65	1.05	0.79	1.6	2.19	0.4	1.21	1	1.79	1.78
ENSMUSG00000040310	Alx4	1197.43261526797	2.82986094409879	0.304942294690444	9.27998835639204	1.69497086664772e-20	2.06533465004656e-18	Alx4	0.76	1.06	0.6	3.8	5.34	0.38	0.83	0.6	2.51	2.48
ENSMUSG00000040420	Cdh18	8.21797613334273	3.61062074421358	1.29680621427921	2.78424077896669	0.00536531886502577	0.0278553025208715	Cdh18	0.01	0	0.01	0.1	0.07	0	0.01	0.01	0	0
ENSMUSG00000040483	Xaf1	86.9011491176104	1.61009482545701	0.42337481754283	3.80300093142437	0.000142953817967099	0.00132321425156848	Xaf1	0.83	0.65	0.55	2.56	1.37	0.38	0.73	0.39	0.95	0.87
ENSMUSG00000040536	Necab1	26.7975320923499	3.07314194211224	0.759006783236701	4.04889917980333	5.14591051903217e-05	0.000549553917697716	Necab1	0.01	0.02	0.03	0.09	0.17	0.02	0.03	0.01	0.11	0.22
ENSMUSG00000040564	Apoc1	2129.88322356352	-1.80469927347454	0.302904067653731	-5.95798956235084	2.5535982232343e-09	6.98411252746561e-08	Apoc1	192.96	121.33	222.88	45.32	32.57	126.53	119.81	139.01	24.28	59.99
ENSMUSG00000040569	Slc26a7	123.775465573964	2.85683926632568	0.532477731395493	5.36518073504896	8.0868202679374e-08	1.61222956452847e-06	Slc26a7	0.22	0.4	0.04	0.53	0.46	0.25	0.22	0.27	0.78	0.47
ENSMUSG00000040584	Abcb1a	237.081855604974	1.60023513784366	0.318195456410601	5.0290948711056	4.92800535078248e-07	8.47886948025041e-06	Abcb1a	0.28	0.27	0.5	0.76	0.81	0.2	0.4	0.21	0.69	0.78
ENSMUSG00000040649	Rimklb	9.43076084544134	-4.78217535756365	1.74422020386092	-2.74172684560015	0.00611171429858193	0.0309624793879137	Rimklb	0.21	0.21	0.03	0	0	0.29	0.27	0.04	0.15	0.03
ENSMUSG00000040715	Rsc1a1	9.39926556569281	7.10347077894894	2.74240524279555	2.5902338093942	0.00959107653344206	0.0440267353494636	Rsc1a1	0	0	0	0	0.3	0	0	0	0	0
ENSMUSG00000040963	Asgr2	5.09946151998094	5.19996083554135	1.86566058596278	2.78719552455888	0.00531663896920064	0.0276553300698019	Asgr2	0	0.01	0	0.14	0.15	0	0.02	0.03	0.22	0.04
ENSMUSG00000040969	Arhgef38	13.2393193066634	5.09906287987285	1.22380595394096	4.16656158883079	3.09228376633635e-05	0.000352835844421663	Arhgef38	0	0	0	0.05	0.12	0	0	0	0.08	0.07
ENSMUSG00000041046	Ramp3	86.9480033583949	1.75281492093538	0.376404612223227	4.65673072012167	3.21270206990429e-06	4.55751515181558e-05	Ramp3	0.5	0.66	0.45	1.28	1.52	0.37	0.46	0.36	1.03	1.05
ENSMUSG00000041216	Clvs1	36.0297422234731	-3.8779123114501	1.08809103655426	-3.56395943094118	0.00036530243905927	0.00297489188277295	Clvs1	0.16	0.2	0.58	0	0.04	0.23	0.12	0.21	0	0.05
ENSMUSG00000041248	Kcnj1	3.78072716978632	5.78978410623038	2.27710845858918	2.54260357445492	0.011002998532575	0.0488463730396641	Kcnj1	0	0	0	0.07	0.03	0	0	0	0.01	0.01
ENSMUSG00000041329	Atp1b2	115.651045119553	1.69738190531321	0.301611950209572	5.62770110446157	1.82627186026621e-08	4.26600385327993e-07	Atp1b2	0.24	0.3	0.29	0.58	0.87	0.17	0.34	0.3	0.52	0.55
ENSMUSG00000041351	Rap1gap	1432.36343269499	1.55677706175341	0.217792459687061	7.14798420473462	8.80614418511692e-13	4.00520117700805e-11	Rap1gap	4.64	5.01	6.28	10.5	14.07	3.4	3.78	3.4	4.32	7.08
ENSMUSG00000041460	Cacna2d4	13.7627429662317	-6.80660072482806	1.85664458833668	-3.6660763010792	0.000246300464632556	0.00212670226680083	Cacna2d4	0.25	0.14	0.02	0	0	0.03	0.03	0.06	0	0
ENSMUSG00000041608	Entpd3	688.985677292749	2.65325170406822	0.267140858623694	9.93203255293007	3.02035057807356e-23	5.47958713764279e-21	Entpd3	0.68	1	0.92	3.11	5.8	0.6	0.76	0.84	2.31	2.77
ENSMUSG00000041660	Bbox1	845.172917457049	-2.3175966096704	0.205094067742756	-11.3001640426641	1.30973113236004e-29	3.62462541172453e-27	Bbox1	7.49	6.37	8.69	1.25	1.14	9.56	9.75	13.96	1.49	2.8
ENSMUSG00000041670	Rims1	15.2972097738287	-3.42941067698163	1.06637857995669	-3.21594107518635	0.00130017525301067	0.00872554933463141	Rims1	0.03	0.11	0.03	0	0.01	0.01	0.03	0.02	0	0.01
ENSMUSG00000041703	Zic5	90.5015219194948	2.38667423609782	0.460663986081292	5.1809438293634	2.2076597085377e-07	4.04564171952902e-06	Zic5	0.07	0.15	0.09	0.42	0.46	0.14	0.13	0.23	0.22	0.49
ENSMUSG00000041729	Coro2b	444.640533029798	1.6099152578369	0.350824834801387	4.58894325069181	4.45495508909166e-06	6.14362387624059e-05	Coro2b	0.81	0.91	1.22	1.49	3.44	0.35	0.76	0.3	0.64	1.01
ENSMUSG00000041730	Prrxl1	25.1893791736694	-3.84900913100106	0.979493938618768	-3.92958953521319	8.50909887941717e-05	0.000850805673625986	Prrxl1	0.17	0.42	0.23	0.01	0.01	0.12	0.13	0.13	0.01	0
ENSMUSG00000041741	Pde3a	520.688923580747	1.84136614000134	0.200598824730953	9.17934660121274	4.33715058236897e-20	4.91784685478615e-18	Pde3a	0.4	0.55	0.35	0.89	1.02	0.25	0.58	0.44	1.06	0.95
ENSMUSG00000041757	Plekha6	1248.60495282856	-2.10262326029367	0.223973082338673	-9.38783910253227	6.12437954570744e-21	8.06442493728316e-19	Plekha6	5.03	5.36	4.69	0.99	1.16	3.53	3.58	3.02	0.54	1.06
ENSMUSG00000041773	Enc1	1360.89052845082	2.08308502527712	0.287607097618791	7.24281508531526	4.39465915256392e-13	2.12295842139242e-11	Enc1	1.19	1.58	2.04	3.62	6.94	1.25	0.72	0.81	1.55	2.85
ENSMUSG00000041817	Fam169a	53.0188193894731	-2.15913138776041	0.600274384940144	-3.59690741755657	0.000322023035142098	0.00268264903969397	Fam169a	0.22	0.11	0.28	0.04	0.03	0.16	0.14	0.07	0.02	0.04
ENSMUSG00000041831	Sytl3	10.9467865604958	-2.91156229775462	1.10005641639016	-2.64673907117321	0.0081272035504663	0.0385198779599459	Sytl3	0.15	0.11	0.1	0.02	0.02	0.09	0.03	0.03	0.05	0.04
ENSMUSG00000042002	Foxn4	25.3288654873268	3.73880123031934	1.0649280699891	3.51084860628906	0.000446678708157895	0.00353532232031125	Foxn4	0.07	0.03	0.02	0.06	0.41	0.05	0	0	0.01	0.04
ENSMUSG00000042102	Dmgdh	19.8728463137058	3.38207362973518	1.11835304364937	3.024155608947	0.00249328160343621	0.0149725274074683	Dmgdh	0.03	0	0.02	0.08	0.22	0	0.01	0.03	0.11	0.07
ENSMUSG00000042109	Csdc2	4000.72686933365	3.65169414329167	0.397369229756076	9.18967516818868	3.94029420602007e-20	4.53078336590815e-18	Csdc2	2.09	5.16	4.29	23.97	52.2	1.33	0.8	0.82	10.86	16.74
ENSMUSG00000042157	Sprr2i	1674.8551584147	-5.08108008711993	0.970233414709504	-5.23696670315282	1.63237127696054e-07	3.04958331924618e-06	Sprr2i	125.46	98.08	25.84	1.08	2.94	2.22	11.59	10.82	0.32	0.94
ENSMUSG00000042212	Sprr2d	13582.5153930458	-4.08600277708019	0.840685761528423	-4.86032113789053	1.1719548663934e-06	1.84707326819222e-05	Sprr2d	735.76	740.69	239.81	11.37	43.62	158.95	227.56	246.69	3.25	8.6
ENSMUSG00000042254	Cilp	220.515773277737	-1.9930092758141	0.31285631569755	-6.37036612596567	1.88577484905094e-10	6.24562509843891e-09	Cilp	0.86	0.88	1.18	0.13	0.25	0.08	1.13	0.34	0.07	0.47
ENSMUSG00000042258	Isl1	18.1204879688272	-3.05877484252271	1.16145402293469	-2.63357376368114	0.00844914807238732	0.0397602865449676	Isl1	0.25	0.23	0.14	0	0.06	0.09	0.14	0.22	0.02	0.05
ENSMUSG00000042265	Trem1	114.877593636312	-3.29232315560543	0.886381264196626	-3.71434199772875	0.000203733114529413	0.00181213415410623	Trem1	0.26	0.44	1.85	0.11	0.02	0.25	0.38	0.31	0.03	0.05
ENSMUSG00000042284	Itga1	1918.96562531472	1.63389728238855	0.174545874374546	9.36084733164464	7.90997655292349e-21	1.03323277724908e-18	Itga1	1.38	1.12	1.76	3.81	3.67	0.74	1.15	1.02	3.25	2.53
ENSMUSG00000042333	Tnfrsf14	32.1587546683123	1.80114257522168	0.616777441304739	2.92024716632229	0.00349753869493095	0.0197331761613105	Tnfrsf14	0.52	0.15	0.29	0.85	1.1	0.08	0.2	0.23	0.46	0.27
ENSMUSG00000042379	Esm1	11.2155047191831	3.58813360696758	1.37805379755661	2.603768890104	0.00922049086014608	0.0426251910431668	Esm1	0.01	0	0.04	0.17	0.08	0	0	0.01	0.19	0.09
ENSMUSG00000042401	Crtac1	121.744414952282	2.0577050463341	0.798245787182478	2.57778378461233	0.00994361948846007	0.0453011771784531	Crtac1	0.04	0.83	0.48	1	0.89	0.09	1.33	0.84	0.93	1.01
ENSMUSG00000042428	Mgat3	128.577762682341	1.77794545637012	0.363485083320455	4.89138492322297	1.00128928969256e-06	1.6075763541888e-05	Mgat3	0.15	0.22	0.16	0.53	0.4	0.07	0.14	0.09	0.3	0.28
ENSMUSG00000042436	Mfap4	1701.91225944283	1.66670523174956	0.145212202925176	11.4777215562825	1.70720168221952e-30	5.2594696353359e-28	Mfap4	7.06	7.45	8.83	16.74	21.19	4	11.08	8.03	9.81	13.85
ENSMUSG00000042453	Reln	792.196171110698	2.22883796140229	0.415572282203422	5.36329793119185	8.17160570213492e-08	1.6271460720056e-06	Reln	0.41	0.19	1.21	1.79	1.6	0.49	0.4	0.26	2.02	1.58
ENSMUSG00000042532	Golga7b	420.205281633925	6.86769898674783	0.458164375665177	14.9895962050238	8.58737130366034e-51	8.76341241538537e-48	Golga7b	0.05	0.02	0.04	2.44	5.16	0.1	0	0.03	1.24	2.72
ENSMUSG00000042581	Thsd7b	11.64112395087	-4.06884592143392	1.34754448642398	-3.01945201989697	0.00253232399896227	0.0151623711973069	Thsd7b	0.06	0.08	0.04	0.01	0	0.03	0.02	0.03	0	0.01
ENSMUSG00000042677	Zc3h12a	4024.65979704322	-1.66448551246861	0.38784944779631	-4.29157633696765	1.77409191878122e-05	0.000214414306808733	Zc3h12a	29.26	32.1	17.68	4.35	9.2	13.26	12.43	22.21	2.39	3.86
ENSMUSG00000042684	Npl	243.80973128821	-2.3865518196553	0.441511550460826	-5.40541196977597	6.46596018089376e-08	1.32633414363861e-06	Npl	3.99	1.96	2.54	0.48	0.37	1.45	2.48	1.62	0.43	0.49
ENSMUSG00000042751	Nmnat2	70.1435644792756	1.95386027091138	0.413037512427098	4.73046687558733	2.24004076369641e-06	3.32201503993052e-05	Nmnat2	0.1	0.08	0.15	0.21	0.34	0.2	0.12	0.21	0.27	0.28
ENSMUSG00000042784	Muc1	221.858187896428	-3.48709145523053	1.27445698615174	-2.73613899340761	0.00621647624576156	0.0313183042705321	Muc1	0.97	0.32	5.37	0.31	0.22	0.07	0.19	0.19	0.06	0.16
ENSMUSG00000042801	Olfr769	27.2482109695182	4.03230954868325	0.844913310138853	4.77245357635635	1.81995066872693e-06	2.74134266780196e-05	Olfr769	0.01	0.02	0	0.19	0.18	0.06	0.05	0.01	0.22	0.15
ENSMUSG00000042807	Hecw2	746.88693863698	1.55152874284275	0.27172476990892	5.70992752468908	1.13024293958711e-08	2.75441891307139e-07	Hecw2	0.34	0.69	0.69	0.97	2.68	1.04	0.88	0.62	1.16	1.1
ENSMUSG00000042961	Egflam	221.566039066285	1.59013280972672	0.426123283330721	3.7316262028625	0.000190247658358041	0.00169932372301427	Egflam	0.33	0.52	0.49	0.79	0.87	0.21	0.54	0.33	0.96	0.91
ENSMUSG00000043003	Rasef	19.976684736461	4.70556625284361	0.990056289170935	4.75282699005327	2.00591986385414e-06	3.00759040743897e-05	Rasef	0.01	0	0.02	0.14	0.12	0.01	0.02	0.01	0.11	0.18
ENSMUSG00000043122	A530016L24Rik	19.9391629527669	-1.97682458715026	0.736111992888746	-2.6854943354374	0.00724226023782059	0.0353200792004583	A530016L24Rik	0.18	0.15	0.21	0.04	0.03	0.1	0.08	0.08	0.03	0.03
ENSMUSG00000043226	Olfr1009	5.58293219998676	6.3518739169143	2.12284961191643	2.99214503055639	0.00277024622652042	0.0163117852097459	Olfr1009	0	0	0	0.01	0.06	0	0	0	0.01	0.07
ENSMUSG00000043251	Exoc3l	83.5902920835502	1.9641813213919	0.533886960814849	3.67902096427689	0.000234131023601456	0.00203453504702745	Exoc3l	0.37	0.49	0.19	0.53	1.18	0.09	0.16	0.16	0.47	0.8
ENSMUSG00000043366	Olfr78	27.4858874366748	2.82784028984947	0.988266932194332	2.86141344785318	0.00421756644847439	0.0229801445869982	Olfr78	0.04	0.07	0.01	0.27	0.14	0.03	0.06	0.02	0.23	0.1
ENSMUSG00000043485	Krt34	181310.067804869	6.42526243959921	0.731023613180642	8.78940477947527	1.50354420502937e-18	1.47005208261794e-16	Krt34	17.14	75.95	45.29	2167.23	3957.17	3.31	1.24	3.25	1120.11	1164.84
ENSMUSG00000043518	Rai2	73.7030272985342	1.8969328009356	0.451975016887722	4.19698596174139	2.70490692798906e-05	0.000312788387536865	Rai2	0.14	0.2	0.33	0.53	0.75	0.07	0.23	0.14	0.31	0.33
ENSMUSG00000043629	1700019D03Rik	255.484816764356	-1.58072572224683	0.493638083486268	-3.20219564723029	0.00136384334368993	0.00906342454854263	1700019D03Rik	0.67	0.99	2.22	0.32	0.49	0.28	0.71	0.51	0.24	0.66
ENSMUSG00000043668	Tox3	75.6225182359143	-3.00860746113471	0.455369477499559	-6.60695898560225	3.9229466443834e-11	1.4133533928344e-09	Tox3	0.53	0.6	0.57	0.1	0.04	0.09	0.12	0.2	0.02	0.11
ENSMUSG00000043857	Mgat5b	547.290596819692	-1.76960068618084	0.313824756887464	-5.63881799425855	1.71221391347173e-08	4.02259406894481e-07	Mgat5b	4.17	3.2	3.63	0.66	0.95	2.17	2.22	1.91	0.28	0.6
ENSMUSG00000043953	Ccrl2	57.4569746560414	-2.39942181727364	0.876098845419729	-2.73875696768451	0.00616719439376523	0.0311567697091611	Ccrl2	0.25	0.18	1.86	0.1	0.06	0.38	0.3	0.23	0.08	0.08
